costat,curcdq,datafmt,indfmt,consol,tic,datadate,gvkey,conm,actq,atq,dlttq,lctq,niq,revtq,seqq,mkvaltq,prccq
A,USD,STD,INDL,C,UNH,2006-06-30,010903,UNITEDHEALTH GROUP INC,15478.0000,46637.0000,6426.0000,19268.0000,981.0000,17863.0000,18038.0000,59915.6400,44.780000000000
A,USD,STD,INDL,C,UNH,2006-09-30,010903,UNITEDHEALTH GROUP INC,14996.0000,46424.0000,5878.0000,18052.0000,1112.0000,17970.0000,19500.0000,66075.6000,49.200000000000
A,USD,STD,INDL,C,UNH,2006-12-31,010903,UNITEDHEALTH GROUP INC,16044.0000,48320.0000,5973.0000,18497.0000,1175.0000,18128.0000,20810.0000,72266.8500,53.730000000000
A,USD,STD,INDL,C,UNH,2007-03-31,010903,UNITEDHEALTH GROUP INC,18407.0000,51009.0000,5473.0000,21282.0000,927.0000,19047.0000,21068.0000,70450.1000,52.970000000000
A,USD,STD,INDL,C,UNH,2007-06-30,010903,UNITEDHEALTH GROUP INC,19953.0000,53154.0000,6964.0000,21963.0000,1228.0000,19000.0000,21065.0000,67453.6600,51.140000000000
A,USD,STD,INDL,C,UNH,2007-09-30,010903,UNITEDHEALTH GROUP INC,16839.0000,50441.0000,6965.0000,19629.0000,1283.0000,18679.0000,20665.0000,62280.9800,48.430000000000
A,USD,STD,INDL,C,UNH,2007-12-31,010903,UNITEDHEALTH GROUP INC,15544.0000,50899.0000,9063.0000,18492.0000,1216.0000,18705.0000,20063.0000,72924.6000,58.200000000000
A,USD,STD,INDL,C,UNH,2008-03-31,010903,UNITEDHEALTH GROUP INC,13767.0000,53543.0000,11495.0000,18783.0000,994.0000,20304.0000,19759.0000,42091.0000,34.360000000000
A,USD,STD,INDL,C,UNH,2008-06-30,010903,UNITEDHEALTH GROUP INC,13255.0000,54168.0000,11222.0000,19987.0000,337.0000,20272.0000,19404.0000,31762.5000,26.250000000000
A,USD,STD,INDL,C,UNH,2008-09-30,010903,UNITEDHEALTH GROUP INC,12959.0000,53707.0000,10876.0000,19633.0000,920.0000,20156.0000,19885.0000,30417.2200,25.390000000000
A,USD,STD,INDL,C,UNH,2008-12-31,010903,UNITEDHEALTH GROUP INC,14990.0000,55815.0000,11338.0000,19761.0000,726.0000,20454.0000,20780.0000,31946.6000,26.600000000000
A,USD,STD,INDL,C,UNH,2009-03-31,010903,UNITEDHEALTH GROUP INC,16123.0000,56085.0000,11223.0000,19549.0000,984.0000,22004.0000,21375.0000,24718.3300,20.930000000000
A,USD,STD,INDL,C,UNH,2009-06-30,010903,UNITEDHEALTH GROUP INC,15684.0000,55890.0000,10707.0000,19652.0000,859.0000,21655.0000,21545.0000,28751.9800,24.980000000000
A,USD,STD,INDL,C,UNH,2009-09-30,010903,UNITEDHEALTH GROUP INC,17304.0000,57449.0000,10690.0000,19745.0000,1035.0000,21695.0000,22898.0000,28871.1200,25.040000000000
A,USD,STD,INDL,C,UNH,2009-12-31,010903,UNITEDHEALTH GROUP INC,18200.0000,59045.0000,9009.0000,22163.0000,944.0000,21784.0000,23606.0000,34960.5600,30.480000000000
A,USD,STD,INDL,C,UNH,2010-03-31,010903,UNITEDHEALTH GROUP INC,18379.0000,59541.0000,8001.0000,22942.0000,1191.0000,23193.0000,24319.0000,37015.1100,32.670000000000
A,USD,STD,INDL,C,UNH,2010-06-30,010903,UNITEDHEALTH GROUP INC,18982.0000,60424.0000,8036.0000,23103.0000,1123.0000,23264.0000,24829.0000,31666.0000,28.400000000000
A,USD,STD,INDL,C,UNH,2010-09-30,010903,UNITEDHEALTH GROUP INC,18256.0000,63023.0000,8076.0000,24442.0000,1277.0000,23668.0000,25611.0000,38585.8900,35.110000000000
A,USD,STD,INDL,C,UNH,2010-12-31,010903,UNITEDHEALTH GROUP INC,18393.0000,63063.0000,8662.0000,23700.0000,1043.0000,24030.0000,25825.0000,39215.4600,36.110000000000
A,USD,STD,INDL,C,UNH,2011-03-31,010903,UNITEDHEALTH GROUP INC,19818.0000,65335.0000,9359.0000,24527.0000,1346.0000,25432.0000,26571.0000,48680.4000,45.200000000000
A,USD,STD,INDL,C,UNH,2011-06-30,010903,UNITEDHEALTH GROUP INC,20429.0000,66115.0000,9442.0000,24374.0000,1267.0000,25234.0000,27363.0000,55139.0200,51.580000000000
A,USD,STD,INDL,C,UNH,2011-09-30,010903,UNITEDHEALTH GROUP INC,24508.0000,70910.0000,9555.0000,28618.0000,1271.0000,25280.0000,27872.0000,48610.4800,46.120000000000
A,USD,STD,INDL,C,UNH,2011-12-31,010903,UNITEDHEALTH GROUP INC,20350.0000,67889.0000,10656.0000,23922.0000,1258.0000,25916.0000,28292.0000,52656.5200,50.680000000000
A,USD,STD,INDL,C,UNH,2012-03-31,010903,UNITEDHEALTH GROUP INC,22690.0000,72690.0000,11083.0000,27462.0000,1388.0000,27282.0000,28856.0000,60885.0200,58.940000000000
A,USD,STD,INDL,C,UNH,2012-06-30,010903,UNITEDHEALTH GROUP INC,22727.0000,73465.0000,11156.0000,27623.0000,1337.0000,27265.0000,29375.0000,59904.0000,58.500000000000
A,USD,STD,INDL,C,UNH,2012-09-30,010903,UNITEDHEALTH GROUP INC,20331.0000,71700.0000,11146.0000,24853.0000,1557.0000,27302.0000,30223.0000,56074.9200,55.410000000000
A,USD,STD,INDL,C,UNH,2012-12-31,010903,UNITEDHEALTH GROUP INC,21052.0000,80885.0000,14041.0000,27116.0000,1244.0000,28769.0000,31178.0000,55270.5600,54.240000000000
A,USD,STD,INDL,C,UNH,2013-03-31,010903,UNITEDHEALTH GROUP INC,22717.0000,83126.0000,15659.0000,27183.0000,1192.0000,30340.0000,31757.0000,57953.7300,57.210000000000
A,USD,STD,INDL,C,UNH,2013-06-30,010903,UNITEDHEALTH GROUP INC,20618.0000,80201.0000,15543.0000,26405.0000,1436.0000,30408.0000,31381.0000,65872.8800,65.480000000000
A,USD,STD,INDL,C,UNH,2013-09-30,010903,UNITEDHEALTH GROUP INC,21194.0000,81863.0000,14888.0000,27867.0000,1570.0000,30624.0000,32016.0000,71466.7800,71.610000000000
A,USD,STD,INDL,C,UNH,2013-12-31,010903,UNITEDHEALTH GROUP INC,20380.0000,81882.0000,14891.0000,27881.0000,1427.0000,31117.0000,32149.0000,74396.4000,75.300000000000
A,USD,STD,INDL,C,UNH,2014-03-31,010903,UNITEDHEALTH GROUP INC,22364.0000,84622.0000,14524.0000,30716.0000,1099.0000,31708.0000,32549.0000,80678.1600,81.990000000000
A,USD,STD,INDL,C,UNH,2014-06-30,010903,UNITEDHEALTH GROUP INC,22851.0000,85466.0000,14630.0000,30776.0000,1408.0000,32574.0000,32935.0000,79542.7500,81.750000000000
A,USD,STD,INDL,C,UNH,2014-09-30,010903,UNITEDHEALTH GROUP INC,22963.0000,85426.0000,14592.0000,31130.0000,1602.0000,32759.0000,32604.0000,82972.5000,86.250000000000
A,USD,STD,INDL,C,UNH,2014-12-31,010903,UNITEDHEALTH GROUP INC,23556.0000,86382.0000,16007.0000,30623.0000,1510.0000,33433.0000,32454.0000,96439.8600,101.090000000000
A,USD,STD,INDL,C,UNH,2015-03-31,010903,UNITEDHEALTH GROUP INC,26774.0000,89719.0000,15577.0000,34978.0000,1413.0000,35756.0000,31878.0000,112612.0800,118.290000000000
A,USD,STD,INDL,C,UNH,2015-06-30,010903,UNITEDHEALTH GROUP INC,27566.0000,91423.0000,15378.0000,35741.0000,1585.0000,36263.0000,33020.0000,116144.0000,122.000000000000
A,USD,STD,INDL,C,UNH,2015-09-30,010903,UNITEDHEALTH GROUP INC,29935.0000,108272.0000,26015.0000,39953.0000,1597.0000,41489.0000,33114.0000,110557.5300,116.010000000000
A,USD,STD,INDL,C,UNH,2015-12-31,010903,UNITEDHEALTH GROUP INC,31639.0000,111383.0000,25460.0000,42898.0000,1218.0000,43599.0000,33830.0000,112110.9200,117.640000000000
A,USD,STD,INDL,C,UNH,2016-03-31,010903,UNITEDHEALTH GROUP INC,33745.0000,117855.0000,27218.0000,46285.0000,1611.0000,44527.0000,35169.0000,122970.6000,128.900000000000
A,USD,STD,INDL,C,UNH,2016-06-30,010903,UNITEDHEALTH GROUP INC,33298.0000,119603.0000,26834.0000,47376.0000,1754.0000,46485.0000,36386.0000,134281.2000,141.200000000000
A,USD,STD,INDL,C,UNH,2016-09-30,010903,UNITEDHEALTH GROUP INC,35768.0000,123642.0000,26022.0000,51096.0000,1968.0000,46293.0000,37652.0000,133280.0000,140.000000000000
A,USD,STD,INDL,C,UNH,2016-12-31,010903,UNITEDHEALTH GROUP INC,33879.0000,122810.0000,25777.0000,49252.0000,1684.0000,47535.0000,38274.0000,152358.0800,160.040000000000
A,USD,STD,INDL,C,UNH,2017-03-31,010903,UNITEDHEALTH GROUP INC,40989.0000,137157.0000,26154.0000,57543.0000,2172.0000,48723.0000,41903.0000,158269.6500,164.010000000000
A,USD,STD,INDL,C,UNH,2017-06-30,010903,UNITEDHEALTH GROUP INC,41239.0000,138097.0000,26197.0000,57121.0000,2284.0000,50053.0000,43161.0000,178930.3000,185.420000000000
A,USD,STD,INDL,C,UNH,2017-09-30,010903,UNITEDHEALTH GROUP INC,40921.0000,140432.0000,24723.0000,58088.0000,2485.0000,50322.0000,45298.0000,189778.6500,195.850000000000
A,USD,STD,INDL,C,UNH,2017-12-31,010903,UNITEDHEALTH GROUP INC,37084.0000,139058.0000,28835.0000,50463.0000,3617.0000,52061.0000,47776.0000,213625.7400,220.460000000000
A,USD,STD,INDL,C,UNH,2018-03-31,010903,UNITEDHEALTH GROUP INC,48353.0000,155569.0000,28206.0000,67667.0000,2836.0000,55188.0000,47553.0000,205868.0000,214.000000000000
A,USD,STD,INDL,C,UNH,2018-06-30,010903,UNITEDHEALTH GROUP INC,46634.0000,154611.0000,32096.0000,62052.0000,2922.0000,56086.0000,48293.0000,236017.0800,245.340000000000
A,USD,STD,INDL,C,UNH,2018-09-30,010903,UNITEDHEALTH GROUP INC,38754.0000,151087.0000,32053.0000,56377.0000,3188.0000,56556.0000,50010.0000,255930.4800,266.040000000000
A,USD,STD,INDL,C,UNH,2018-12-31,010903,UNITEDHEALTH GROUP INC,38692.0000,152221.0000,34581.0000,53209.0000,3040.0000,58417.0000,51696.0000,239155.2000,249.120000000000
A,USD,STD,INDL,C,UNH,2019-03-31,010903,UNITEDHEALTH GROUP INC,42815.0000,161197.0000,34419.0000,58933.0000,3467.0000,60308.0000,51724.0000,235638.7800,247.260000000000
A,USD,STD,INDL,C,UNH,2019-06-30,010903,UNITEDHEALTH GROUP INC,42038.0000,167200.0000,34473.0000,62328.0000,3293.0000,60595.0000,53103.0000,231321.4800,244.010000000000
A,USD,STD,INDL,C,UNH,2019-09-30,010903,UNITEDHEALTH GROUP INC,43541.0000,173709.0000,38507.0000,62641.0000,3538.0000,60351.0000,54996.0000,205802.0400,217.320000000000
A,USD,STD,INDL,C,UNH,2019-12-31,010903,UNITEDHEALTH GROUP INC,42634.0000,173889.0000,36808.0000,61782.0000,3541.0000,60901.0000,57616.0000,278693.0400,293.980000000000
A,USD,STD,INDL,C,UNH,2020-03-31,010903,UNITEDHEALTH GROUP INC,58807.0000,189067.0000,35779.0000,78606.0000,3382.0000,64421.0000,56977.0000,236162.8600,249.380000000000
A,USD,STD,INDL,C,UNH,2020-06-30,010903,UNITEDHEALTH GROUP INC,58918.0000,192483.0000,39901.0000,69883.0000,6637.0000,62138.0000,63624.0000,280202.5000,294.950000000000
A,USD,STD,INDL,C,UNH,2020-09-30,010903,UNITEDHEALTH GROUP INC,54821.0000,190969.0000,39895.0000,66597.0000,3172.0000,65115.0000,65231.0000,295869.7300,311.770000000000
A,USD,STD,INDL,C,UNH,2020-12-31,010903,UNITEDHEALTH GROUP INC,53718.0000,197289.0000,38648.0000,72420.0000,2212.0000,65467.0000,65491.0000,331743.2800,350.680000000000
A,USD,STD,INDL,C,UNH,2021-03-31,010903,UNITEDHEALTH GROUP INC,59508.0000,205171.0000,37420.0000,80641.0000,4862.0000,70196.0000,66404.0000,351234.0800,372.070000000000
A,USD,STD,INDL,C,UNH,2021-06-30,010903,UNITEDHEALTH GROUP INC,58916.0000,210292.0000,44348.0000,76557.0000,4266.0000,71321.0000,69014.0000,377614.9200,400.440000000000
A,USD,STD,INDL,C,UNH,2021-09-30,010903,UNITEDHEALTH GROUP INC,61610.0000,213045.0000,43345.0000,79575.0000,4086.0000,72337.0000,70278.0000,368077.0800,390.740000000000
A,USD,STD,INDL,C,UNH,2021-12-31,010903,UNITEDHEALTH GROUP INC,61758.0000,212206.0000,42383.0000,78292.0000,4071.0000,73743.0000,71760.0000,472513.7400,502.140000000000
A,USD,STD,INDL,C,UNH,2022-03-31,010903,UNITEDHEALTH GROUP INC,69029.0000,221238.0000,40796.0000,88170.0000,5027.0000,80149.0000,72766.0000,478861.8300,509.970000000000
A,USD,STD,INDL,C,UNH,2022-06-30,010903,UNITEDHEALTH GROUP INC,68356.0000,230172.0000,45799.0000,88698.0000,5070.0000,80332.0000,72820.0000,480244.0500,513.630000000000
A,USD,STD,INDL,C,UNH,2022-09-30,010903,UNITEDHEALTH GROUP INC,82937.0000,243064.0000,45438.0000,100935.0000,5262.0000,80894.0000,74646.0000,472212.4000,505.040000000000
A,USD,STD,INDL,C,UNH,2022-12-31,010903,UNITEDHEALTH GROUP INC,69069.0000,245705.0000,54513.0000,89237.0000,4761.0000,82787.0000,77772.0000,495188.1200,530.180000000000
A,USD,STD,INDL,C,UPS,2005-03-31,010920,UNITED PARCEL SERVICE INC,12599.0000,33129.0000,3211.0000,6445.0000,882.0000,9886.0000,16354.0000,,72.740000000000
A,USD,STD,INDL,C,UPS,2005-06-30,010920,UNITED PARCEL SERVICE INC,12474.0000,33166.0000,3258.0000,6243.0000,986.0000,10191.0000,16449.0000,,69.160000000000
A,USD,STD,INDL,C,UPS,2005-09-30,010920,UNITED PARCEL SERVICE INC,11433.0000,35079.0000,3182.0000,7869.0000,953.0000,10550.0000,16617.0000,,69.130000000000
A,USD,STD,INDL,C,UPS,2005-12-31,010920,UNITED PARCEL SERVICE INC,11003.0000,35222.0000,3159.0000,6793.0000,1049.0000,11954.0000,16884.0000,,75.150000000000
A,USD,STD,INDL,C,UPS,2006-03-31,010920,UNITED PARCEL SERVICE INC,10843.0000,34791.0000,3046.0000,7006.0000,975.0000,11521.0000,16716.0000,86100.2314,79.380000000000
A,USD,STD,INDL,C,UPS,2006-06-30,010920,UNITED PARCEL SERVICE INC,10525.0000,34874.0000,3077.0000,6613.0000,1061.0000,11736.0000,17015.0000,89000.2119,82.330000000000
A,USD,STD,INDL,C,UPS,2006-09-30,010920,UNITED PARCEL SERVICE INC,10141.0000,36172.0000,3113.0000,7819.0000,1038.0000,11662.0000,17177.0000,77230.7554,71.940000000000
A,USD,STD,INDL,C,UPS,2006-12-31,010920,UNITED PARCEL SERVICE INC,9377.0000,33210.0000,3133.0000,6719.0000,1128.0000,12628.0000,15482.0000,79962.8709,74.980000000000
A,USD,STD,INDL,C,UPS,2007-03-31,010920,UNITED PARCEL SERVICE INC,9522.0000,33375.0000,3139.0000,7017.0000,843.0000,11906.0000,15308.0000,74239.0545,70.100000000000
A,USD,STD,INDL,C,UPS,2007-06-30,010920,UNITED PARCEL SERVICE INC,9462.0000,33513.0000,3101.0000,7210.0000,1104.0000,12189.0000,15244.0000,76634.5240,73.000000000000
A,USD,STD,INDL,C,UPS,2007-09-30,010920,UNITED PARCEL SERVICE INC,9542.0000,34496.0000,3287.0000,7849.0000,1076.0000,12205.0000,15569.0000,78918.2342,75.100000000000
A,USD,STD,INDL,C,UPS,2007-12-31,010920,UNITED PARCEL SERVICE INC,11760.0000,39042.0000,7506.0000,9840.0000,-2641.0000,13392.0000,12183.0000,73150.1514,70.720000000000
A,USD,STD,INDL,C,UPS,2008-03-31,010920,UNITED PARCEL SERVICE INC,9602.0000,37470.0000,7294.0000,8977.0000,906.0000,12675.0000,11593.0000,74542.9781,73.020000000000
A,USD,STD,INDL,C,UPS,2008-06-30,010920,UNITED PARCEL SERVICE INC,9924.0000,38056.0000,7233.0000,9967.0000,873.0000,13001.0000,11020.0000,61971.7796,61.470000000000
A,USD,STD,INDL,C,UPS,2008-09-30,010920,UNITED PARCEL SERVICE INC,10072.0000,38165.0000,8064.0000,8972.0000,970.0000,13113.0000,11102.0000,62587.1218,62.890000000000
A,USD,STD,INDL,C,UPS,2008-12-31,010920,UNITED PARCEL SERVICE INC,8845.0000,31879.0000,7797.0000,7817.0000,254.0000,12697.0000,6780.0000,54908.4152,55.160000000000
A,USD,STD,INDL,C,UPS,2009-03-31,010920,UNITED PARCEL SERVICE INC,11368.0000,33773.0000,8737.0000,8794.0000,401.0000,10938.0000,6780.0000,48975.8196,49.220000000000
A,USD,STD,INDL,C,UPS,2009-06-30,010920,UNITED PARCEL SERVICE INC,10182.0000,32540.0000,8866.0000,7157.0000,445.0000,10829.0000,6793.0000,49712.9554,49.990000000000
A,USD,STD,INDL,C,UPS,2009-09-30,010920,UNITED PARCEL SERVICE INC,9566.0000,32211.0000,8908.0000,6774.0000,549.0000,11153.0000,6981.0000,56063.6419,56.470000000000
A,USD,STD,INDL,C,UPS,2009-12-31,010920,UNITED PARCEL SERVICE INC,9275.0000,31883.0000,8668.0000,6239.0000,757.0000,12377.0000,7630.0000,56959.9192,57.370000000000
A,USD,STD,INDL,C,UPS,2010-03-31,010920,UNITED PARCEL SERVICE INC,10060.0000,32504.0000,8548.0000,7366.0000,533.0000,11728.0000,7547.0000,63796.5592,64.410000000000
A,USD,STD,INDL,C,UPS,2010-06-30,010920,UNITED PARCEL SERVICE INC,11024.0000,33269.0000,8614.0000,7687.0000,845.0000,12204.0000,7865.0000,56360.6386,56.890000000000
A,USD,STD,INDL,C,UPS,2010-09-30,010920,UNITED PARCEL SERVICE INC,10756.0000,32907.0000,8648.0000,6801.0000,991.0000,12192.0000,8460.0000,65952.0085,66.690000000000
A,USD,STD,INDL,C,UPS,2010-12-31,010920,UNITED PARCEL SERVICE INC,11569.0000,33597.0000,10491.0000,5902.0000,1119.0000,13421.0000,7979.0000,71645.0244,72.580000000000
A,USD,STD,INDL,C,UPS,2011-03-31,010920,UNITED PARCEL SERVICE INC,12618.0000,34594.0000,10504.0000,7605.0000,915.0000,12582.0000,8164.0000,73295.4245,74.320000000000
A,USD,STD,INDL,C,UPS,2011-06-30,010920,UNITED PARCEL SERVICE INC,12950.0000,35152.0000,10787.0000,7618.0000,1092.0000,13191.0000,8254.0000,71528.9418,72.930000000000
A,USD,STD,INDL,C,UPS,2011-09-30,010920,UNITED PARCEL SERVICE INC,12628.0000,35238.0000,11092.0000,7511.0000,1072.0000,13166.0000,7798.0000,60938.9922,63.150000000000
A,USD,STD,INDL,C,UPS,2011-12-31,010920,UNITED PARCEL SERVICE INC,12284.0000,34701.0000,11095.0000,6514.0000,725.0000,14166.0000,7035.0000,70168.7168,73.190000000000
A,USD,STD,INDL,C,UPS,2012-03-31,010920,UNITED PARCEL SERVICE INC,13473.0000,35963.0000,11079.0000,7543.0000,970.0000,13136.0000,7423.0000,77450.5171,80.720000000000
A,USD,STD,INDL,C,UPS,2012-06-30,010920,UNITED PARCEL SERVICE INC,14702.0000,37177.0000,11112.0000,8400.0000,1116.0000,13349.0000,7645.0000,75486.8132,78.760000000000
A,USD,STD,INDL,C,UPS,2012-09-30,010920,UNITED PARCEL SERVICE INC,16344.0000,39064.0000,11148.0000,10289.0000,469.0000,13071.0000,7529.0000,68278.5673,71.570000000000
A,USD,STD,INDL,C,UPS,2012-12-31,010920,UNITED PARCEL SERVICE INC,15591.0000,38863.0000,11089.0000,8390.0000,-1748.0000,14571.0000,4653.0000,70297.8685,73.730000000000
A,USD,STD,INDL,C,UPS,2013-03-31,010920,UNITED PARCEL SERVICE INC,14481.0000,38005.0000,11051.0000,8034.0000,1037.0000,13434.0000,4028.0000,81118.9778,85.900000000000
A,USD,STD,INDL,C,UPS,2013-06-30,010920,UNITED PARCEL SERVICE INC,13226.0000,36703.0000,10837.0000,7183.0000,1071.0000,13507.0000,3617.0000,81142.1085,86.480000000000
A,USD,STD,INDL,C,UPS,2013-09-30,010920,UNITED PARCEL SERVICE INC,13758.0000,37476.0000,10897.0000,7821.0000,1097.0000,13521.0000,3642.0000,84823.4309,91.370000000000
A,USD,STD,INDL,C,UPS,2013-12-31,010920,UNITED PARCEL SERVICE INC,13387.0000,36212.0000,10824.0000,7131.0000,1167.0000,14976.0000,6474.0000,96979.1726,105.080000000000
A,USD,STD,INDL,C,UPS,2014-03-31,010920,UNITED PARCEL SERVICE INC,14620.0000,37085.0000,9860.0000,9193.0000,911.0000,13779.0000,6247.0000,89141.5546,97.380000000000
A,USD,STD,INDL,C,UPS,2014-06-30,010920,UNITED PARCEL SERVICE INC,12341.0000,34861.0000,9940.0000,8337.0000,454.0000,14268.0000,5568.0000,93780.2180,102.660000000000
A,USD,STD,INDL,C,UPS,2014-09-30,010920,UNITED PARCEL SERVICE INC,13318.0000,35906.0000,9858.0000,9096.0000,1214.0000,14290.0000,5627.0000,88974.6635,98.290000000000
A,USD,STD,INDL,C,UPS,2014-12-31,010920,UNITED PARCEL SERVICE INC,11808.0000,35471.0000,9864.0000,8639.0000,453.0000,15895.0000,2141.0000,100335.2606,111.170000000000
A,USD,STD,INDL,C,UPS,2015-03-31,010920,UNITED PARCEL SERVICE INC,13915.0000,37332.0000,9941.0000,10610.0000,1026.0000,13977.0000,1829.0000,87366.8842,96.940000000000
A,USD,STD,INDL,C,UPS,2015-06-30,010920,UNITED PARCEL SERVICE INC,13768.0000,37251.0000,9900.0000,10303.0000,1230.0000,14095.0000,1950.0000,86849.5791,96.910000000000
A,USD,STD,INDL,C,UPS,2015-09-30,010920,UNITED PARCEL SERVICE INC,13581.0000,39002.0000,10044.0000,11869.0000,1257.0000,14237.0000,1929.0000,87875.0564,98.690000000000
A,USD,STD,INDL,C,UPS,2015-12-31,010920,UNITED PARCEL SERVICE INC,13208.0000,38311.0000,11316.0000,10696.0000,1331.0000,16054.0000,2470.0000,85105.0422,96.230000000000
A,USD,STD,INDL,C,UPS,2016-03-31,010920,UNITED PARCEL SERVICE INC,13912.0000,39168.0000,11569.0000,11098.0000,1131.0000,14418.0000,2457.0000,93095.0994,105.470000000000
A,USD,STD,INDL,C,UPS,2016-06-30,010920,UNITED PARCEL SERVICE INC,13123.0000,38339.0000,11550.0000,9961.0000,1269.0000,14629.0000,2626.0000,94585.2695,107.720000000000
A,USD,STD,INDL,C,UPS,2016-09-30,010920,UNITED PARCEL SERVICE INC,12853.0000,38342.0000,11506.0000,10889.0000,1270.0000,14928.0000,2743.0000,95463.0780,109.360000000000
A,USD,STD,INDL,C,UPS,2016-12-31,010920,UNITED PARCEL SERVICE INC,13849.0000,40377.0000,12394.0000,11730.0000,-239.0000,16931.0000,405.0000,99740.1246,114.640000000000
A,USD,STD,INDL,C,UPS,2017-03-31,010920,UNITED PARCEL SERVICE INC,11494.0000,38380.0000,12938.0000,11406.0000,1166.0000,15510.0000,535.0000,93110.9699,107.300000000000
A,USD,STD,INDL,C,UPS,2017-06-30,010920,UNITED PARCEL SERVICE INC,12394.0000,39724.0000,14257.0000,11082.0000,1384.0000,15927.0000,1244.0000,95767.4011,110.590000000000
A,USD,STD,INDL,C,UPS,2017-09-30,010920,UNITED PARCEL SERVICE INC,12910.0000,41356.0000,14355.0000,12167.0000,1259.0000,16173.0000,1509.0000,103485.2758,120.090000000000
A,USD,STD,INDL,C,UPS,2017-12-31,010920,UNITED PARCEL SERVICE INC,15548.0000,45403.0000,20278.0000,12708.0000,1096.0000,18975.0000,1000.0000,102661.4273,119.150000000000
A,USD,STD,INDL,C,UPS,2018-03-31,010920,UNITED PARCEL SERVICE INC,13620.0000,44464.0000,20409.0000,11149.0000,1345.0000,17113.0000,1344.0000,90216.9200,104.660000000000
A,USD,STD,INDL,C,UPS,2018-06-30,010920,UNITED PARCEL SERVICE INC,13874.0000,45223.0000,20120.0000,11488.0000,1485.0000,17456.0000,2328.0000,91357.8000,106.230000000000
A,USD,STD,INDL,C,UPS,2018-09-30,010920,UNITED PARCEL SERVICE INC,13991.0000,46689.0000,20101.0000,12222.0000,1508.0000,17444.0000,3098.0000,100288.2500,116.750000000000
A,USD,STD,INDL,C,UPS,2018-12-31,010920,UNITED PARCEL SERVICE INC,16210.0000,50016.0000,19931.0000,14087.0000,453.0000,19848.0000,3021.0000,83680.7400,97.530000000000
A,USD,STD,INDL,C,UPS,2019-03-31,010920,UNITED PARCEL SERVICE INC,14904.0000,52061.0000,22470.0000,13209.0000,1111.0000,17160.0000,3467.0000,96096.4000,111.740000000000
A,USD,STD,INDL,C,UPS,2019-06-30,010920,UNITED PARCEL SERVICE INC,14843.0000,52787.0000,22453.0000,13633.0000,1685.0000,18048.0000,4405.0000,88667.6220,103.270000000000
A,USD,STD,INDL,C,UPS,2019-09-30,010920,UNITED PARCEL SERVICE INC,14184.0000,53282.0000,23803.0000,12835.0000,1750.0000,18318.0000,5558.0000,102757.6320,119.820000000000
A,USD,STD,INDL,C,UPS,2019-12-31,010920,UNITED PARCEL SERVICE INC,17103.0000,57857.0000,24209.0000,15413.0000,-106.0000,20568.0000,3267.0000,100273.5960,117.060000000000
A,USD,STD,INDL,C,UPS,2020-03-31,010920,UNITED PARCEL SERVICE INC,19389.0000,60895.0000,26689.0000,15846.0000,965.0000,18035.0000,3299.0000,80397.2520,93.420000000000
A,USD,STD,INDL,C,UPS,2020-06-30,010920,UNITED PARCEL SERVICE INC,20226.0000,62057.0000,25662.0000,16271.0000,1768.0000,20459.0000,4363.0000,95903.8680,111.180000000000
A,USD,STD,INDL,C,UPS,2020-09-30,010920,UNITED PARCEL SERVICE INC,19930.0000,62406.0000,25809.0000,15456.0000,1957.0000,21238.0000,5592.0000,143901.6680,166.630000000000
A,USD,STD,INDL,C,UPS,2020-12-31,010920,UNITED PARCEL SERVICE INC,20216.0000,62408.0000,24571.0000,17016.0000,-3347.0000,24896.0000,657.0000,145598.6400,168.400000000000
A,USD,STD,INDL,C,UPS,2021-03-31,010920,UNITED PARCEL SERVICE INC,20985.0000,63312.0000,24440.0000,16306.0000,4792.0000,22908.0000,7147.0000,147823.3040,169.990000000000
A,USD,STD,INDL,C,UPS,2021-06-30,010920,UNITED PARCEL SERVICE INC,21988.0000,64869.0000,24065.0000,15770.0000,2676.0000,23424.0000,10805.0000,181150.6047,207.970000000000
A,USD,STD,INDL,C,UPS,2021-09-30,010920,UNITED PARCEL SERVICE INC,22843.0000,65739.0000,23776.0000,15472.0000,2329.0000,23184.0000,12041.0000,158270.7582,182.100000000000
A,USD,STD,INDL,C,UPS,2021-12-31,010920,UNITED PARCEL SERVICE INC,24934.0000,69405.0000,22817.0000,17569.0000,3093.0000,27771.0000,14253.0000,186559.6069,214.340000000000
A,USD,STD,INDL,C,UPS,2022-03-31,010920,UNITED PARCEL SERVICE INC,25601.0000,70113.0000,22710.0000,16842.0000,2662.0000,24378.0000,15416.0000,187388.0708,214.460000000000
A,USD,STD,INDL,C,UPS,2022-06-30,010920,UNITED PARCEL SERVICE INC,25571.0000,70089.0000,20959.0000,17337.0000,2849.0000,24766.0000,16289.0000,158566.6567,182.540000000000
A,USD,STD,INDL,C,UPS,2022-09-30,010920,UNITED PARCEL SERVICE INC,24598.0000,69544.0000,20729.0000,17679.0000,2584.0000,24161.0000,16968.0000,139718.8537,161.540000000000
A,USD,STD,INDL,C,UPS,2022-12-31,010920,UNITED PARCEL SERVICE INC,22217.0000,71124.0000,20559.0000,18140.0000,3453.0000,27033.0000,19786.0000,149283.5354,173.840000000000
